trip_id,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,fare_amount,distance_km,driver_id,customer_id,ride_status,payment_type,vehicle_type,surge_multiplier,rating,weather_condition,trip_duration,hour,day,month,is_weekend,revenue,revenue_per_km
24884,2023-05-14 16:47:00,2023-05-14 17:51:00,Hyderabad,Hyderabad,177.22,20.19,1605,5457,cancelled,card,sedan,1.0,4.0,Fog,64.0,16,Sunday,5,1,177.22,8.777612679544328
24885,2023-01-26 02:16:00,2023-01-26 03:15:00,Mumbai,Mumbai,242.55,7.74,1801,9381,completed,cash,suv,1.0,3.1,Fog,59.0,2,Thursday,1,0,242.55,31.337209302325583
24888,2023-05-28 17:36:00,2023-05-28 18:05:00,Bangalore,Bangalore,144.66,12.21,1634,6920,completed,upi,mini,1.0,4.6,Clear,29.0,17,Sunday,5,1,144.66,11.847665847665846
24906,2023-02-15 12:35:00,2023-02-15 12:58:00,Hyderabad,Hyderabad,199.54,12.19,1896,8640,completed,cash,mini,1.2,4.4,Storm,23.0,12,Wednesday,2,0,239.44799999999998,19.64298605414274
24908,2023-02-07 05:49:00,2023-02-07 06:45:00,Chennai,Chennai,483.35,11.54,1039,8945,completed,cash,sedan,2.0,3.3,Rain,56.0,5,Tuesday,2,0,966.7,83.76949740034664
24918,2023-03-12 20:20:00,2023-03-12 20:42:00,Chennai,Chennai,434.63,4.81,1780,7732,completed,card,mini,1.5,3.7,Clear,22.0,20,Sunday,3,1,651.9449999999999,135.53950103950103
24926,2023-06-22 22:29:00,2023-06-22 23:50:00,Hyderabad,Hyderabad,224.99,16.49,1320,6617,completed,upi,suv,1.0,4.2,Rain,81.0,22,Thursday,6,0,224.99,13.644026682838085
24931,2023-05-27 07:34:00,2023-05-27 08:12:00,Hyderabad,Hyderabad,254.8,3.31,1917,7597,completed,card,mini,1.0,3.7,Storm,38.0,7,Saturday,5,1,254.8,76.97885196374622
24935,2023-08-13 18:30:00,2023-08-13 19:40:00,Hyderabad,Hyderabad,486.87,8.79,1251,7906,completed,upi,mini,1.2,4.8,Fog,70.0,18,Sunday,8,1,584.244,66.46689419795223
24942,2023-11-27 12:01:00,2023-11-27 12:09:00,Hyderabad,Hyderabad,467.5,24.79,1441,8501,completed,card,suv,1.0,4.7,Clear,8.0,12,Monday,11,0,467.5,18.858410649455426
24945,2023-03-18 06:13:00,2023-03-18 07:37:00,Delhi,Delhi,194.25,2.25,1340,9924,cancelled,cash,mini,1.0,3.7,Clear,84.0,6,Saturday,3,1,194.25,86.33333333333333
24946,2023-09-03 18:43:00,2023-09-03 19:03:00,Chennai,Chennai,462.25,4.27,1532,8079,completed,cash,suv,1.0,3.1,Rain,20.0,18,Sunday,9,1,462.25,108.2552693208431
24950,2023-07-24 13:02:00,2023-07-24 13:24:00,Hyderabad,Hyderabad,340.32,2.33,1760,6070,completed,cash,suv,1.0,3.7,Storm,22.0,13,Monday,7,0,340.32,146.06008583690988
24951,2023-07-05 08:53:00,2023-07-05 09:50:00,Bangalore,Bangalore,251.19,6.95,1824,9544,completed,cash,suv,1.0,3.6,Fog,57.0,8,Wednesday,7,0,251.19,36.142446043165464
24952,2023-11-29 13:51:00,2023-11-29 14:11:00,Mumbai,Mumbai,425.86,24.31,1755,6339,completed,card,mini,1.5,3.8,Rain,20.0,13,Wednesday,11,0,638.79,26.276840806252572
24958,2023-09-08 16:21:00,2023-09-08 17:49:00,Pune,Pune,480.34,16.69,1620,9287,cancelled,cash,suv,1.0,4.0,Rain,88.0,16,Friday,9,0,480.34,28.78010784901138
24959,2023-04-19 08:49:00,2023-04-19 09:16:00,Hyderabad,Hyderabad,218.12,14.99,1197,7005,completed,card,suv,1.0,4.7,Rain,27.0,8,Wednesday,4,0,218.12,14.551034022681788
24969,2023-07-27 08:01:00,2023-07-27 09:16:00,Bangalore,Bangalore,351.04,12.21,1835,9967,completed,upi,sedan,1.5,4.2,Fog,75.0,8,Thursday,7,0,526.5600000000001,43.125307125307124
24985,2023-01-01 21:39:00,2023-01-01 23:08:00,Delhi,Delhi,324.09,13.89,1678,8794,completed,upi,sedan,1.5,4.8,Rain,89.0,21,Sunday,1,1,486.135,34.998920086393085
24988,2023-08-16 18:59:00,2023-08-16 19:25:00,Bangalore,Bangalore,377.74,3.28,1568,9922,completed,card,suv,1.2,3.6,Rain,26.0,18,Wednesday,8,0,453.288,138.19756097560978
24992,2023-12-17 21:15:00,2023-12-17 22:41:00,Pune,Pune,94.15,15.09,1902,9830,completed,card,sedan,1.0,3.1,Rain,86.0,21,Sunday,12,1,94.15,6.239231278992711
25023,2023-06-29 16:30:00,2023-06-29 17:49:00,Delhi,Delhi,366.59,4.76,1945,6959,completed,card,suv,1.0,3.5,Fog,79.0,16,Thursday,6,0,366.59,77.01470588235294
25026,2023-03-17 10:21:00,2023-03-17 11:16:00,Delhi,Delhi,299.16,4.27,1983,7107,completed,cash,suv,1.5,3.1,Storm,55.0,10,Friday,3,0,448.74,105.0913348946136
25031,2023-10-22 11:00:00,2023-10-22 11:10:00,Mumbai,Mumbai,135.56,9.76,1292,8190,completed,upi,mini,1.0,4.6,Fog,10.0,11,Sunday,10,1,135.56,13.889344262295083
25033,2023-01-08 14:14:00,2023-01-08 14:30:00,Pune,Pune,439.49,23.03,1247,6951,completed,cash,mini,1.0,4.0,Rain,16.0,14,Sunday,1,1,439.49,19.083369518019975
25036,2023-10-15 05:41:00,2023-10-15 06:16:00,Chennai,Chennai,426.8,7.17,1877,9957,completed,upi,mini,1.0,4.9,Clear,35.0,5,Sunday,10,1,426.8,59.525801952580196
25037,2023-04-15 01:00:00,2023-04-15 01:13:00,Mumbai,Mumbai,191.34,6.66,1459,9343,completed,cash,suv,1.0,4.5,Clear,13.0,1,Saturday,4,1,191.34,28.72972972972973
25042,2023-09-24 18:12:00,2023-09-24 19:28:00,Pune,Pune,253.33,9.48,1916,6891,completed,card,suv,1.2,3.6,Storm,76.0,18,Sunday,9,1,303.996,32.06708860759493
25044,2023-06-17 19:10:00,2023-06-17 19:54:00,Pune,Pune,399.89,2.44,1884,7325,completed,upi,mini,1.0,3.0,Rain,44.0,19,Saturday,6,1,399.89,163.88934426229508
25045,2023-10-13 03:24:00,2023-10-13 04:30:00,Hyderabad,Hyderabad,270.07,24.53,1541,9864,completed,cash,mini,1.0,4.5,Storm,66.0,3,Friday,10,0,270.07,11.009783938035058
25047,2023-01-26 08:43:00,2023-01-26 09:02:00,Delhi,Delhi,151.1,9.02,1257,6702,completed,cash,sedan,1.0,4.9,Clear,19.0,8,Thursday,1,0,151.1,16.751662971175165
25051,2023-04-26 20:04:00,2023-04-26 20:43:00,Delhi,Delhi,311.78,24.37,1722,9418,completed,upi,sedan,1.0,4.8,Fog,39.0,20,Wednesday,4,0,311.78,12.793598686910133
25060,2023-11-20 01:45:00,2023-11-20 02:26:00,Mumbai,Mumbai,235.36,4.38,1324,7744,completed,cash,suv,1.0,4.2,Rain,41.0,1,Monday,11,0,235.36,53.7351598173516
25070,2023-07-18 09:34:00,2023-07-18 10:55:00,Pune,Pune,67.27,10.18,1107,5744,completed,cash,mini,1.5,4.3,Clear,81.0,9,Tuesday,7,0,100.905,9.912082514734774
25080,2023-05-11 03:01:00,2023-05-11 03:09:00,Chennai,Chennai,447.58,20.53,1747,9407,completed,cash,mini,1.0,4.3,Rain,8.0,3,Thursday,5,0,447.58,21.801266439357036
25096,2023-10-19 10:15:00,2023-10-19 10:54:00,Hyderabad,Hyderabad,133.07,2.48,1085,6627,completed,card,suv,1.5,4.0,Fog,39.0,10,Thursday,10,0,199.605,80.48588709677419
25097,2023-10-25 04:43:00,2023-10-25 05:07:00,Chennai,Chennai,494.11,24.36,1359,7289,completed,upi,sedan,1.0,5.0,Clear,24.0,4,Wednesday,10,0,494.11,20.283661740558294
25110,2023-07-04 03:52:00,2023-07-04 05:20:00,Mumbai,Mumbai,457.26,17.1,1495,6973,completed,cash,mini,1.0,3.5,Fog,88.0,3,Tuesday,7,0,457.26,26.74035087719298
25111,2023-06-23 01:32:00,2023-06-23 01:52:00,Delhi,Delhi,438.85,15.59,1628,9510,completed,card,sedan,1.0,3.8,Storm,20.0,1,Friday,6,0,438.85,28.1494547787043
25117,2023-06-15 08:37:00,2023-06-15 09:21:00,Pune,Pune,177.96,19.78,1300,9723,completed,cash,suv,1.0,4.0,Fog,44.0,8,Thursday,6,0,177.96,8.996966632962588
25128,2023-06-22 13:45:00,2023-06-22 14:35:00,Delhi,Delhi,315.74,15.81,1389,8157,completed,card,mini,1.0,3.8,Rain,50.0,13,Thursday,6,0,315.74,19.97090449082859
25130,2023-08-21 11:48:00,2023-08-21 12:46:00,Delhi,Delhi,363.0,11.53,1653,9490,completed,cash,suv,1.0,4.4,Storm,58.0,11,Monday,8,0,363.0,31.483087597571554
25135,2023-11-14 14:37:00,2023-11-14 14:58:00,Mumbai,Mumbai,293.63,2.63,1095,8968,completed,card,suv,1.0,4.1,Rain,21.0,14,Tuesday,11,0,293.63,111.64638783269962
25137,2023-03-11 06:50:00,2023-03-11 08:07:00,Bangalore,Bangalore,348.55,7.79,1929,9660,completed,card,mini,1.0,3.6,Fog,77.0,6,Saturday,3,1,348.55,44.74326059050064
25139,2023-01-21 23:35:00,2023-01-22 00:50:00,Delhi,Delhi,179.02,3.48,1475,7664,completed,card,sedan,1.0,3.5,Fog,75.0,23,Saturday,1,1,179.02,51.44252873563219
25146,2023-05-01 22:00:00,2023-05-01 22:29:00,Pune,Pune,383.62,17.62,1829,7029,completed,upi,suv,1.0,3.3,Rain,29.0,22,Monday,5,0,383.62,21.771850170261065
25154,2023-01-07 19:00:00,2023-01-07 19:30:00,Mumbai,Mumbai,480.74,17.18,1215,9306,completed,upi,suv,1.5,4.8,Clear,30.0,19,Saturday,1,1,721.11,41.973806752037255
25160,2023-01-07 08:59:00,2023-01-07 09:28:00,Mumbai,Mumbai,120.98,12.39,1108,5236,completed,card,sedan,1.0,3.8,Rain,29.0,8,Saturday,1,1,120.98,9.764326069410815
25166,2023-03-11 01:03:00,2023-03-11 02:18:00,Mumbai,Mumbai,317.45,15.97,1580,5656,completed,card,sedan,1.2,4.6,Fog,75.0,1,Saturday,3,1,380.94,23.853475266123983
25174,2023-05-01 07:06:00,2023-05-01 08:14:00,Chennai,Chennai,74.68,6.26,1452,8080,completed,upi,sedan,1.0,3.4,Clear,68.0,7,Monday,5,0,74.68,11.929712460063898
25176,2023-12-22 05:59:00,2023-12-22 07:06:00,Delhi,Delhi,132.39,15.57,1335,7280,completed,upi,suv,2.0,3.3,Storm,67.0,5,Friday,12,0,264.78,17.005780346820806
25178,2023-03-23 04:25:00,2023-03-23 04:54:00,Hyderabad,Hyderabad,160.8,19.69,1866,7915,completed,cash,suv,1.0,4.5,Rain,29.0,4,Thursday,3,0,160.8,8.166582021330624
25179,2023-01-21 00:30:00,2023-01-21 01:57:00,Hyderabad,Hyderabad,183.46,11.32,1536,8070,completed,upi,mini,1.2,4.0,Storm,87.0,0,Saturday,1,1,220.15200000000002,19.448056537102474
25188,2023-05-03 09:19:00,2023-05-03 10:25:00,Chennai,Chennai,195.27,24.65,1515,8836,completed,cash,mini,1.2,4.0,Storm,66.0,9,Wednesday,5,0,234.324,9.506044624746451
25192,2023-09-29 13:10:00,2023-09-29 14:08:00,Bangalore,Bangalore,85.08,22.22,1304,5002,completed,cash,suv,1.0,3.8,Storm,58.0,13,Friday,9,0,85.08,3.828982898289829
25194,2023-05-12 10:03:00,2023-05-12 10:36:00,Chennai,Chennai,428.92,10.78,1536,5823,completed,upi,mini,1.2,3.8,Fog,33.0,10,Friday,5,0,514.704,47.746196660482376
25196,2023-04-06 15:19:00,2023-04-06 15:50:00,Pune,Pune,277.62,12.46,1237,9704,completed,card,sedan,1.2,4.2,Rain,31.0,15,Thursday,4,0,333.144,26.73707865168539
25202,2023-12-29 13:23:00,2023-12-29 14:42:00,Bangalore,Bangalore,432.79,3.65,1663,6418,completed,cash,suv,1.0,3.9,Storm,79.0,13,Friday,12,0,432.79,118.57260273972604
25208,2023-01-21 08:48:00,2023-01-21 09:01:00,Hyderabad,Hyderabad,369.63,17.65,1856,6133,cancelled,cash,suv,2.0,4.5,Storm,13.0,8,Saturday,1,1,739.26,41.884419263456095
25213,2023-11-30 08:21:00,2023-11-30 08:31:00,Pune,Pune,420.5,14.71,1021,5957,completed,cash,sedan,1.0,3.3,Fog,10.0,8,Thursday,11,0,420.5,28.58599592114208
25225,2023-04-14 17:20:00,2023-04-14 17:43:00,Pune,Pune,223.99,1.84,1182,9519,completed,upi,mini,1.0,4.3,Fog,23.0,17,Friday,4,0,223.99,121.7336956521739
25228,2023-04-27 01:57:00,2023-04-27 02:22:00,Delhi,Delhi,385.46,1.07,1908,8888,completed,upi,sedan,1.0,3.4,Fog,25.0,1,Thursday,4,0,385.46,360.2429906542056
25239,2023-06-26 12:56:00,2023-06-26 13:09:00,Delhi,Delhi,462.9,24.64,1143,8464,completed,cash,sedan,1.0,4.1,Rain,13.0,12,Monday,6,0,462.9,18.786525974025974
25249,2023-03-01 03:01:00,2023-03-01 04:12:00,Mumbai,Mumbai,388.26,21.56,1341,6395,completed,upi,sedan,1.0,3.8,Rain,71.0,3,Wednesday,3,0,388.26,18.00834879406308
25254,2023-04-08 13:57:00,2023-04-08 14:18:00,Pune,Pune,206.97,15.54,1712,9538,completed,cash,sedan,1.2,3.7,Clear,21.0,13,Saturday,4,1,248.36399999999998,15.982239382239381
25264,2023-04-27 10:19:00,2023-04-27 11:44:00,Hyderabad,Hyderabad,268.27,9.71,1321,9401,completed,card,sedan,1.5,4.0,Fog,85.0,10,Thursday,4,0,402.405,41.44232749742533
25266,2023-12-26 14:53:00,2023-12-26 15:18:00,Mumbai,Mumbai,359.46,14.51,1632,9694,completed,card,suv,1.5,4.1,Clear,25.0,14,Tuesday,12,0,539.1899999999999,37.15988973121984
25267,2023-12-23 22:33:00,2023-12-23 23:01:00,Bangalore,Bangalore,108.21,17.88,1089,5202,completed,card,mini,1.0,3.3,Storm,28.0,22,Saturday,12,1,108.21,6.052013422818792
25270,2023-12-21 15:24:00,2023-12-21 15:48:00,Hyderabad,Hyderabad,292.01,4.07,1903,8784,completed,cash,sedan,1.0,4.6,Storm,24.0,15,Thursday,12,0,292.01,71.74692874692875
25278,2023-01-18 14:25:00,2023-01-18 14:50:00,Chennai,Chennai,273.62,19.71,1187,7681,completed,cash,suv,1.0,4.9,Fog,25.0,14,Wednesday,1,0,273.62,13.882293252156266
25285,2023-12-09 19:24:00,2023-12-09 20:34:00,Mumbai,Mumbai,308.9,19.69,1296,6189,completed,upi,suv,1.5,4.9,Storm,70.0,19,Saturday,12,1,463.34999999999997,23.532249873031994
25288,2023-10-04 13:11:00,2023-10-04 13:36:00,Mumbai,Mumbai,270.43,15.79,1895,7172,completed,upi,sedan,1.0,3.3,Clear,25.0,13,Wednesday,10,0,270.43,17.126662444585182
25294,2023-06-09 06:31:00,2023-06-09 07:06:00,Mumbai,Mumbai,151.32,13.13,1844,7244,completed,cash,mini,1.0,4.9,Rain,35.0,6,Friday,6,0,151.32,11.524752475247524
25299,2023-08-14 20:38:00,2023-08-14 21:59:00,Pune,Pune,183.79,23.51,1980,6827,completed,card,mini,1.2,4.8,Rain,81.0,20,Monday,8,0,220.54799999999997,9.3810293492131
25305,2023-02-23 10:25:00,2023-02-23 10:47:00,Bangalore,Bangalore,407.42,5.14,1258,9452,completed,upi,suv,1.2,4.4,Fog,22.0,10,Thursday,2,0,488.904,95.11750972762647
25309,2023-03-08 21:44:00,2023-03-08 22:18:00,Pune,Pune,121.23,9.7,1955,9878,completed,card,mini,2.0,4.0,Rain,34.0,21,Wednesday,3,0,242.46,24.995876288659797
25311,2023-01-19 23:58:00,2023-01-20 00:07:00,Mumbai,Mumbai,220.18,8.89,1553,9716,completed,cash,sedan,1.2,4.0,Rain,9.0,23,Thursday,1,0,264.216,29.72058492688414
25316,2023-12-10 00:18:00,2023-12-10 00:55:00,Pune,Pune,224.91,6.65,1370,5569,completed,upi,mini,1.0,3.7,Fog,37.0,0,Sunday,12,1,224.91,33.821052631578944
25317,2023-12-07 05:22:00,2023-12-07 05:57:00,Chennai,Chennai,371.45,21.38,1049,5568,completed,card,sedan,1.2,3.1,Storm,35.0,5,Thursday,12,0,445.73999999999995,20.84845650140318
25318,2023-03-01 17:17:00,2023-03-01 18:44:00,Pune,Pune,133.21,11.41,1745,7754,completed,card,suv,1.2,4.0,Storm,87.0,17,Wednesday,3,0,159.852,14.009815950920245
25320,2023-08-18 05:59:00,2023-08-18 07:04:00,Delhi,Delhi,462.78,23.92,1173,7748,completed,card,sedan,1.0,3.7,Rain,65.0,5,Friday,8,0,462.78,19.34698996655518
25330,2023-03-10 22:08:00,2023-03-10 22:58:00,Hyderabad,Hyderabad,207.78,23.12,1973,7502,completed,cash,suv,1.0,4.0,Storm,50.0,22,Friday,3,0,207.78,8.987024221453288
25336,2023-04-01 01:56:00,2023-04-01 02:34:00,Pune,Pune,209.87,9.88,1866,8943,completed,cash,mini,1.0,3.1,Storm,38.0,1,Saturday,4,1,209.87,21.241902834008094
25337,2023-05-07 08:01:00,2023-05-07 09:24:00,Bangalore,Bangalore,240.19,8.69,1948,6943,completed,cash,sedan,1.2,3.9,Storm,83.0,8,Sunday,5,1,288.228,33.16777905638666
25346,2023-03-19 03:55:00,2023-03-19 04:42:00,Pune,Pune,446.56,16.25,1533,9873,completed,upi,mini,1.2,4.6,Storm,47.0,3,Sunday,3,1,535.872,32.97673846153846
25348,2023-04-20 07:01:00,2023-04-20 07:45:00,Hyderabad,Hyderabad,274.03,21.69,1217,7286,completed,card,suv,1.0,4.1,Storm,44.0,7,Thursday,4,0,274.03,12.633932687874594
25353,2023-05-24 02:28:00,2023-05-24 03:00:00,Bangalore,Bangalore,236.28,23.2,1702,7317,completed,upi,suv,1.0,3.2,Rain,32.0,2,Wednesday,5,0,236.28,10.18448275862069
25360,2023-12-10 03:50:00,2023-12-10 04:01:00,Mumbai,Mumbai,433.82,9.23,1009,5514,completed,cash,mini,1.5,4.8,Fog,11.0,3,Sunday,12,1,650.73,70.50162513542796
25366,2023-02-02 09:39:00,2023-02-02 10:27:00,Pune,Pune,361.94,8.34,1202,8067,completed,cash,sedan,1.5,3.7,Rain,48.0,9,Thursday,2,0,542.91,65.09712230215827
25368,2023-09-27 12:47:00,2023-09-27 13:54:00,Hyderabad,Hyderabad,305.59,7.0,1723,8887,cancelled,upi,suv,1.0,3.5,Fog,67.0,12,Wednesday,9,0,305.59,43.65571428571428
25372,2023-02-22 16:45:00,2023-02-22 18:06:00,Hyderabad,Hyderabad,251.95,6.13,1120,5825,completed,cash,mini,1.0,4.6,Storm,81.0,16,Wednesday,2,0,251.95,41.101141924959215
25376,2023-10-20 16:50:00,2023-10-20 17:55:00,Delhi,Delhi,437.7,19.2,1739,5057,completed,cash,sedan,1.0,4.2,Rain,65.0,16,Friday,10,0,437.7,22.796875
25378,2023-06-14 18:35:00,2023-06-14 19:09:00,Chennai,Chennai,215.01,5.87,1763,7280,completed,upi,mini,1.2,4.6,Storm,34.0,18,Wednesday,6,0,258.012,43.95434412265758
25381,2023-08-02 20:43:00,2023-08-02 21:59:00,Hyderabad,Hyderabad,446.2,13.52,1349,7709,completed,upi,sedan,1.0,4.4,Fog,76.0,20,Wednesday,8,0,446.2,33.00295857988166
25386,2023-09-05 20:56:00,2023-09-05 21:12:00,Mumbai,Mumbai,413.83,10.06,1381,9501,completed,upi,mini,2.0,4.5,Clear,16.0,20,Tuesday,9,0,827.66,82.27236580516897
25397,2023-07-18 01:19:00,2023-07-18 01:33:00,Delhi,Delhi,368.89,13.67,1221,9528,completed,upi,suv,1.0,4.4,Clear,14.0,1,Tuesday,7,0,368.89,26.985369422092173
25404,2023-02-17 15:45:00,2023-02-17 16:43:00,Chennai,Chennai,321.41,9.84,1287,9991,completed,upi,sedan,1.2,4.0,Storm,58.0,15,Friday,2,0,385.692,39.19634146341463
25411,2023-06-16 21:46:00,2023-06-16 22:09:00,Hyderabad,Hyderabad,438.51,10.76,1095,7568,completed,cash,sedan,1.2,4.1,Storm,23.0,21,Friday,6,0,526.212,48.90446096654275
25412,2023-08-01 07:22:00,2023-08-01 08:20:00,Hyderabad,Hyderabad,302.68,20.75,1785,7594,completed,upi,mini,1.2,4.6,Fog,58.0,7,Tuesday,8,0,363.216,17.504385542168674
25415,2023-11-18 19:43:00,2023-11-18 20:36:00,Delhi,Delhi,424.2,20.96,1032,7588,completed,cash,mini,1.0,4.8,Clear,53.0,19,Saturday,11,1,424.2,20.238549618320608
25419,2023-03-30 19:18:00,2023-03-30 19:32:00,Delhi,Delhi,274.24,1.16,1706,5352,completed,card,sedan,1.5,3.7,Clear,14.0,19,Thursday,3,0,411.36,354.62068965517244
25421,2023-09-29 18:54:00,2023-09-29 18:59:00,Delhi,Delhi,134.44,2.67,1828,8708,completed,card,mini,1.2,3.3,Storm,5.0,18,Friday,9,0,161.328,60.422471910112364
25423,2023-02-11 09:32:00,2023-02-11 10:51:00,Mumbai,Mumbai,160.56,24.82,1682,5159,completed,card,mini,1.0,4.9,Rain,79.0,9,Saturday,2,1,160.56,6.46897663174859
25430,2023-12-10 00:16:00,2023-12-10 01:17:00,Mumbai,Mumbai,53.19,5.07,1886,9831,completed,cash,sedan,1.0,3.7,Storm,61.0,0,Sunday,12,1,53.19,10.49112426035503
25431,2023-04-28 16:11:00,2023-04-28 17:12:00,Hyderabad,Hyderabad,332.16,1.82,1981,7141,cancelled,cash,mini,1.2,4.8,Fog,61.0,16,Friday,4,0,398.59200000000004,219.00659340659342
25440,2023-06-26 17:07:00,2023-06-26 18:31:00,Bangalore,Bangalore,440.06,7.55,1843,7626,completed,card,suv,1.2,4.2,Clear,84.0,17,Monday,6,0,528.072,69.94331125827814
25447,2023-12-26 13:08:00,2023-12-26 14:24:00,Bangalore,Bangalore,89.83,5.17,1960,6361,completed,card,sedan,1.2,4.0,Clear,76.0,13,Tuesday,12,0,107.79599999999999,20.850290135396516
25460,2023-08-20 01:03:00,2023-08-20 01:38:00,Hyderabad,Hyderabad,62.83,4.65,1329,9747,completed,upi,suv,1.0,3.7,Rain,35.0,1,Sunday,8,1,62.83,13.511827956989245
25465,2023-06-21 14:25:00,2023-06-21 14:52:00,Delhi,Delhi,50.84,18.97,1471,7710,completed,card,sedan,1.0,5.0,Storm,27.0,14,Wednesday,6,0,50.84,2.680021085925145
25478,2023-08-27 05:25:00,2023-08-27 05:45:00,Delhi,Delhi,248.06,3.27,1893,8857,cancelled,card,mini,1.0,4.0,Clear,20.0,5,Sunday,8,1,248.06,75.85932721712538
25479,2023-12-15 18:53:00,2023-12-15 19:40:00,Hyderabad,Hyderabad,329.64,12.93,1409,9952,completed,cash,sedan,1.2,3.6,Rain,47.0,18,Friday,12,0,395.568,30.59303944315545
25484,2023-06-20 09:52:00,2023-06-20 11:02:00,Chennai,Chennai,95.44,16.76,1952,8522,completed,card,mini,1.0,3.6,Rain,70.0,9,Tuesday,6,0,95.44,5.694510739856801
25501,2023-07-18 03:46:00,2023-07-18 04:07:00,Pune,Pune,298.85,16.46,1795,7059,completed,card,sedan,1.2,4.4,Rain,21.0,3,Tuesday,7,0,358.62,21.787363304981774
25506,2023-10-07 13:36:00,2023-10-07 13:46:00,Pune,Pune,170.07,14.21,1300,8267,completed,upi,suv,1.5,3.4,Rain,10.0,13,Saturday,10,1,255.105,17.952498240675578
25509,2023-04-11 00:13:00,2023-04-11 01:35:00,Hyderabad,Hyderabad,178.14,22.92,1426,8928,completed,cash,suv,1.0,3.1,Storm,82.0,0,Tuesday,4,0,178.14,7.772251308900523
25516,2023-11-01 21:48:00,2023-11-01 21:53:00,Pune,Pune,414.16,10.75,1149,5804,completed,cash,mini,1.0,4.4,Storm,5.0,21,Wednesday,11,0,414.16,38.52651162790698
25535,2023-11-09 02:50:00,2023-11-09 03:53:00,Mumbai,Mumbai,194.66,14.53,1092,7933,completed,upi,suv,2.0,4.2,Clear,63.0,2,Thursday,11,0,389.32,26.794218857536134
25539,2023-01-07 09:38:00,2023-01-07 10:15:00,Chennai,Chennai,68.73,5.52,1858,6169,completed,upi,sedan,1.0,4.0,Storm,37.0,9,Saturday,1,1,68.73,12.45108695652174
25542,2023-05-26 04:21:00,2023-05-26 05:29:00,Bangalore,Bangalore,96.9,9.62,1046,9427,completed,upi,suv,1.0,4.0,Rain,68.0,4,Friday,5,0,96.9,10.072765072765074
25546,2023-08-22 14:09:00,2023-08-22 15:03:00,Bangalore,Bangalore,318.78,22.04,1492,9276,completed,cash,mini,1.0,3.4,Clear,54.0,14,Tuesday,8,0,318.78,14.463702359346641
25547,2023-05-03 14:41:00,2023-05-03 15:07:00,Bangalore,Bangalore,283.51,21.86,1826,5154,completed,cash,sedan,1.0,4.5,Rain,26.0,14,Wednesday,5,0,283.51,12.969350411710888
25552,2023-11-30 06:14:00,2023-11-30 06:44:00,Mumbai,Mumbai,149.55,15.9,1170,9309,completed,card,suv,1.0,3.7,Fog,30.0,6,Thursday,11,0,149.55,9.40566037735849
25560,2023-07-16 02:27:00,2023-07-16 03:37:00,Mumbai,Mumbai,169.05,16.75,1414,7479,completed,cash,mini,1.2,4.8,Fog,70.0,2,Sunday,7,1,202.86,12.111044776119403
25566,2023-06-29 11:26:00,2023-06-29 11:56:00,Hyderabad,Hyderabad,151.97,9.59,1754,8938,completed,upi,mini,1.0,4.0,Storm,30.0,11,Thursday,6,0,151.97,15.846715328467154
25577,2023-01-09 01:48:00,2023-01-09 02:53:00,Pune,Pune,224.7,1.88,1466,7247,completed,card,mini,1.2,4.1,Fog,65.0,1,Monday,1,0,269.64,143.4255319148936
25579,2023-11-15 05:25:00,2023-11-15 06:53:00,Bangalore,Bangalore,292.2,4.58,1352,8085,cancelled,cash,suv,1.0,4.6,Storm,88.0,5,Wednesday,11,0,292.2,63.79912663755458
25596,2023-01-23 15:20:00,2023-01-23 15:29:00,Bangalore,Bangalore,154.47,11.61,1256,8095,completed,card,mini,1.2,3.7,Fog,9.0,15,Monday,1,0,185.364,15.965891472868218
25598,2023-07-07 17:11:00,2023-07-07 17:23:00,Delhi,Delhi,275.27,16.19,1222,6985,completed,card,sedan,1.0,4.0,Fog,12.0,17,Friday,7,0,275.27,17.00247066090179
25599,2023-08-25 10:56:00,2023-08-25 11:21:00,Hyderabad,Hyderabad,460.92,10.89,1720,7080,cancelled,upi,suv,1.0,3.2,Clear,25.0,10,Friday,8,0,460.92,42.32506887052342
25601,2023-08-30 17:49:00,2023-08-30 17:58:00,Chennai,Chennai,454.56,7.78,1890,8827,completed,upi,suv,1.0,3.3,Fog,9.0,17,Wednesday,8,0,454.56,58.426735218508995
25607,2023-12-27 16:58:00,2023-12-27 17:14:00,Hyderabad,Hyderabad,487.97,12.81,1732,8459,completed,cash,suv,1.0,4.2,Storm,16.0,16,Wednesday,12,0,487.97,38.09289617486339
25611,2023-03-07 12:10:00,2023-03-07 12:25:00,Chennai,Chennai,247.84,5.64,1761,5596,completed,card,mini,1.0,4.1,Fog,15.0,12,Tuesday,3,0,247.84,43.94326241134752
25613,2023-02-10 17:30:00,2023-02-10 17:55:00,Bangalore,Bangalore,429.09,14.08,1799,5711,completed,upi,suv,1.0,4.4,Storm,25.0,17,Friday,2,0,429.09,30.475142045454543
25614,2023-11-11 00:37:00,2023-11-11 01:55:00,Mumbai,Mumbai,386.57,23.95,1434,5539,completed,upi,suv,1.5,3.4,Clear,78.0,0,Saturday,11,1,579.855,24.21106471816284
25627,2023-02-26 19:02:00,2023-02-26 20:30:00,Hyderabad,Hyderabad,408.74,20.95,1255,9924,completed,cash,suv,2.0,4.8,Fog,88.0,19,Sunday,2,1,817.48,39.02052505966587
